id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1267591598617083909,1267304975069261824,1591052362000,2020-06-01,15:59:22,Pacific Daylight Time,50474739,scidood,Watuzzi,,"Have to say, one for $TSLAQ speculation and zero for $TSLA probable defense. 😬

No other car manufacturer promotes autonomous driving even a fraction of the way Tesla does.  Nor do they charge extra for anything remotely called “Full Self Driving”.

 http://taiwanenglishnews.com/tesla-on-autopilot-crashes-into-overturned-truck/ …","['mortenlund89', 'jsin86524368', 'millepun']",['http://taiwanenglishnews.com/tesla-on-autopilot-crashes-into-overturned-truck/'],[],1,0,1,[],"['$tslaq', '$tsla']",https://twitter.com/scidood/status/1267591598617083909,False,,0,,,,,,,"[{'user_id': '50474739', 'username': 'scidood'}, {'user_id': '855795055', 'username': 'mortenlund89'}, {'user_id': '1239703094834819072', 'username': 'jsin86524368'}, {'user_id': '91144157', 'username': 'millepun'}]",,,,
1267590914454761474,1267590914454761474,1591052199000,2020-06-01,15:56:39,Pacific Daylight Time,1048003741591453696,flynanciala,FlynancialAnalyst,,"$TSLA 3rd times a charm, 888 geniuses on this stream  told me so. Get a volume b/o this week (> ~17M) and thrusters are 99.99% engaged  pic.twitter.com/BuYniSQbeg",[],[],['https://pbs.twimg.com/media/EZdjOA6WsAIA3ll.jpg'],0,1,9,[],['$tsla'],https://twitter.com/FlynancialA/status/1267590914454761474,False,,0,,,,,,,"[{'user_id': '1048003741591453696', 'username': 'FlynancialA'}]",,,,
1267590816844791809,1267590816844791809,1591052176000,2020-06-01,15:56:16,Pacific Daylight Time,1111006576461017089,captain_sees,Captain Solutions,,"📈📉 Markets closed #FinTwit update across the categories we track. In focus:

NO PAID SERVICE
$TSLA ⚡️
$ZM 🧑‍💻
$CRWD 🔐
$ZS 🔐
$SPY 🕷️
$OKTA 🔐
$BA ✈️
$WYNN 🏨

PAID SERVICE 
$CGC 🌿
$ROKU 🎬
$SPOT 🎵
$UAL ✈️
$FSLY ☁️
$DKNG 💸
$DBX 🖥️
$SPCE 🚀

Explore  https://app.captain.solutions/trends?t=5   pic.twitter.com/LZvxVXfK81",[],['https://app.captain.solutions/trends?t=5'],"['https://pbs.twimg.com/media/EZdiGhoU4AAnMB1.png', 'https://pbs.twimg.com/media/EZdiKq-U8AAOsSP.jpg', 'https://pbs.twimg.com/media/EZdiigVUEAATPhn.png', 'https://pbs.twimg.com/media/EZdil2iU0AA6kjD.jpg']",0,0,3,['#fintwit'],"['$tsla', '$zm', '$crwd', '$zs', '$spy', '$okta', '$ba', '$wynn', '$cgc', '$roku', '$spot', '$ual', '$fsly', '$dkng', '$dbx', '$spce']",https://twitter.com/captain_sees/status/1267590816844791809,False,,0,,,,,,,"[{'user_id': '1111006576461017089', 'username': 'captain_sees'}]",,,,
1267590724649975808,1267590724649975808,1591052154000,2020-06-01,15:55:54,Pacific Daylight Time,44517480,montpbm,Lamont Crawford,,$TSLA Stupid market keeps dropping,[],[],[],0,0,1,[],['$tsla'],https://twitter.com/montpbm/status/1267590724649975808,False,,0,,,,,,,"[{'user_id': '44517480', 'username': 'montpbm'}]",,,,
1267590337326747648,1266851846955700224,1591052061000,2020-06-01,15:54:21,Pacific Daylight Time,2879979236,daverandla,David Rand,,"Do you think the ring leaders of $TSLAQ like @MarkBSpielgel, @davidein, @WallStCynic @Montana_Skeptic, and their minion bots like @QTRresearch will still be trashing $TSLA and calling you #fraudboy via their #Starlink subscriptions when you colonize #Mars? #Ahab @ResidentSponge","['elonmusk', 'ppathole', 'davidein', 'wallstcynic', 'montana_skeptic', 'qtrresearch', 'residentsponge']",[],[],0,0,1,"['#fraudboy', '#starlink', '#mars', '#ahab']","['$tslaq', '$tsla']",https://twitter.com/daverandLA/status/1267590337326747648,False,,0,,,,,,,"[{'user_id': '2879979236', 'username': 'daverandLA'}, {'user_id': '44196397', 'username': 'elonmusk'}, {'user_id': '1291945442', 'username': 'PPathole'}, {'user_id': '52849759', 'username': 'davidein'}, {'user_id': '1961333743', 'username': 'WallStCynic'}, {'user_id': '1203353022698590209', 'username': 'montana_skeptic'}, {'user_id': '1469603575', 'username': 'QTRResearch'}, {'user_id': '798749450223030272', 'username': 'ResidentSponge'}]",,,,
1267590299066433536,1267590299066433536,1591052052000,2020-06-01,15:54:12,Pacific Daylight Time,79233326,elliottforecast,Elliottwave Forecast,,"$TSLA is breaking out in a sub wave 3 today.  As long as prices remain above 785, we favour continued upside to take place, likely testing the all time highs in the coming weeks. #Trading #Elliottwave #Stocks",[],[],[],0,0,0,"['#trading', '#elliottwave', '#stocks']",['$tsla'],https://twitter.com/ElliottForecast/status/1267590299066433536,False,,0,,,,,,,"[{'user_id': '79233326', 'username': 'ElliottForecast'}]",,,,
1267589450151927808,1267589450151927808,1591051850000,2020-06-01,15:50:50,Pacific Daylight Time,1664138053,davidmoadel,David Moadel,,Riots Erupt Nationwide: Civil Unrest Makes Hard-Asset Ownership a Must -- my article for @crushthestreet  https://www.crushthestreet.com/articles/riots-erupt-nationwide-civil-unrest-makes-hard-asset-ownership-a-must … $SPY $QQQ $DJIA $DIA #stockmarket #investing #finance #stocks #gold #silver $SLV $TWTR $GLD $AAPL $TSLA $AMZN $NFLX $INTC $AMD #economy $GDX $GDXJ,['crushthestreet'],['https://www.crushthestreet.com/articles/riots-erupt-nationwide-civil-unrest-makes-hard-asset-ownership-a-must'],[],0,0,0,"['#stockmarket', '#investing', '#finance', '#stocks', '#gold', '#silver', '#economy']","['$spy', '$qqq', '$djia', '$dia', '$slv', '$twtr', '$gld', '$aapl', '$tsla', '$amzn', '$nflx', '$intc', '$amd', '$gdx', '$gdxj']",https://twitter.com/davidmoadel/status/1267589450151927808,False,,0,,,,,,,"[{'user_id': '1664138053', 'username': 'davidmoadel'}, {'user_id': '804062509', 'username': 'CrushTheStreet'}]",,,,
1267589315304886273,1267589315304886273,1591051818000,2020-06-01,15:50:18,Pacific Daylight Time,335146438,dannymohar,ItsInTheChart,,"$TSLA Almost there, another example of how strong this market has been since the sell off.  Heading for a double top ?  pic.twitter.com/kOMvUXEaxT",[],[],['https://pbs.twimg.com/media/EZdhv1XUYAAnxrt.jpg'],0,0,0,[],['$tsla'],https://twitter.com/dannymohar/status/1267589315304886273,False,,0,,,,,,,"[{'user_id': '335146438', 'username': 'dannymohar'}]",,,,
1267589021271650304,1267589021271650304,1591051747000,2020-06-01,15:49:07,Pacific Daylight Time,280950343,tacogawd,washed,,"if $TSLA flies, $AYRO flies .. let’s gooooo 🤑",[],[],[],0,0,1,[],"['$tsla', '$ayro']",https://twitter.com/TACOGAWD/status/1267589021271650304,False,,0,,,,,,,"[{'user_id': '280950343', 'username': 'TACOGAWD'}]",,,,
1267588985448267777,1267560820050984965,1591051739000,2020-06-01,15:48:59,Pacific Daylight Time,1891149056,coldhandscrypto,Icarus,,So $TSLA confirmed?,"['abtarkar', 'dennisnagpal1']",[],[],1,0,0,[],['$tsla'],https://twitter.com/ColdHandsCrypto/status/1267588985448267777,False,,0,,,,,,,"[{'user_id': '1891149056', 'username': 'ColdHandsCrypto'}, {'user_id': '1136718858507755521', 'username': 'abtarkar'}, {'user_id': '1458241446', 'username': 'dennisnagpal1'}]",,,,
